name,run_utc,ok,model,source,temperature,top_p,frequency_penalty,presence_penalty,repetition_penalty,seed,max_tokens,reasoning_effort,score,mutants,killed,survived,not_covered,timeout,focus_score,focus_mutants,focus_killed,focus_survived,duration_s,error
gen_gpt_oss_120b_t1_tp1_s4_260827_131532,2026-08-27T13:40:59+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.00,1.00,,,,4,,,,,,,,,,,,,15.60,no binary at ./test/gen_gpt_oss_120b_t1_tp1_s4_260827_131532
gen_gpt_oss_120b_t1_tp1_s5_260827_131559,2026-08-27T13:41:15+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.00,1.00,,,,5,,,,,,,,,,,,,1.90,no binary at ./test/gen_gpt_oss_120b_t1_tp1_s5_260827_131559
gen_gpt_oss_120b_t1_tp1_s6_260827_131625,2026-08-27T13:41:16+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.00,1.00,,,,6,,,34.51,1701,587,1114,0,30,48.44,64,31,33,23.20,
gen_gpt_oss_120b_t1_tp1_s7_260827_131647,2026-08-27T13:41:40+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.00,1.00,,,,7,,,35.10,1701,597,1104,0,30,51.56,64,33,31,17.60,
gen_gpt_oss_120b_t1_tp1_s8_260827_131711,2026-08-27T13:41:57+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.00,1.00,,,,8,,,,,,,,,,,,,8.20,no binary at ./test/gen_gpt_oss_120b_t1_tp1_s8_260827_131711
gen_gpt_oss_120b_t1_tp1_s9_260827_131739,2026-08-27T13:42:06+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.00,1.00,,,,9,,,35.23,1706,601,1105,0,30,53.62,69,37,32,37.90,
gen_gpt_oss_120b_t1p2_tp1_s10_260827_132306,2026-08-27T13:42:43+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,10,,,35.23,1706,601,1105,0,30,53.62,69,37,32,17.60,
gen_gpt_oss_120b_t1p2_tp1_s1_260827_131840,2026-08-27T13:43:01+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,1,,,,,,,,,,,,,0.40,no binary at ./test/gen_gpt_oss_120b_t1p2_tp1_s1_260827_131840
gen_gpt_oss_120b_t1p2_tp1_s2_260827_131910,2026-08-27T13:43:01+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,2,,,35.41,1700,602,1098,0,30,56.25,64,36,28,18.00,
gen_gpt_oss_120b_t1p2_tp1_s3_260827_131933,2026-08-27T13:43:19+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,3,,,,,,,,,,,,,12.00,mull failed (exit 1); see /Users/ammarlakho/Documents/Thesis/openssl/thesis-work/experiments/results/gen_gpt_oss_120b_t1p2_tp1_s3_260827_131933/mull.log
gen_gpt_oss_120b_t1p2_tp1_s4_260827_132005,2026-08-27T13:43:31+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,4,,,35.29,1706,602,1104,0,30,53.62,69,37,32,18.90,
gen_gpt_oss_120b_t1p2_tp1_s5_260827_132032,2026-08-27T13:43:50+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,5,,,,,,,,,,,,,8.40,no binary at ./test/gen_gpt_oss_120b_t1p2_tp1_s5_260827_132032
gen_gpt_oss_120b_t1p2_tp1_s6_260827_132108,2026-08-27T13:43:59+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,6,,,35.52,1706,606,1100,0,28,55.07,69,38,31,38.60,
gen_gpt_oss_120b_t1p2_tp1_s7_260827_132142,2026-08-27T13:44:37+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,7,,,,,,,,,,,,,0.50,no binary at ./test/gen_gpt_oss_120b_t1p2_tp1_s7_260827_132142
gen_gpt_oss_120b_t1p2_tp1_s8_260827_132209,2026-08-27T13:44:38+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,8,,,,,,,,,,,,,0.40,no binary at ./test/gen_gpt_oss_120b_t1p2_tp1_s8_260827_132209
gen_gpt_oss_120b_t1p2_tp1_s9_260827_132237,2026-08-27T13:44:38+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.20,1.00,,,,9,,,35.11,1706,599,1107,0,33,50.72,69,35,34,17.60,
gen_gpt_oss_120b_t1p4_tp1_s10_260827_132833,2026-08-27T13:44:56+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,10,,,,,,,,,,,,,11.80,mull failed (exit 1); see /Users/ammarlakho/Documents/Thesis/openssl/thesis-work/experiments/results/gen_gpt_oss_120b_t1p4_tp1_s10_260827_132833/mull.log
gen_gpt_oss_120b_t1p4_tp1_s1_260827_132339,2026-08-27T13:45:08+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,1,,,35.21,1701,599,1102,0,30,51.56,64,33,31,17.80,
gen_gpt_oss_120b_t1p4_tp1_s2_260827_132413,2026-08-27T13:45:25+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,2,,,,,,,,,,,,,8.10,no binary at ./test/gen_gpt_oss_120b_t1p4_tp1_s2_260827_132413
gen_gpt_oss_120b_t1p4_tp1_s3_260827_132444,2026-08-27T13:45:33+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,3,,,35.43,1705,604,1101,0,30,55.07,69,38,31,38.60,
gen_gpt_oss_120b_t1p4_tp1_s4_260827_132513,2026-08-27T13:46:12+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,4,,,,,,,,,,,,,12.40,mull failed (exit 1); see /Users/ammarlakho/Documents/Thesis/openssl/thesis-work/experiments/results/gen_gpt_oss_120b_t1p4_tp1_s4_260827_132513/mull.log
gen_gpt_oss_120b_t1p4_tp1_s5_260827_132546,2026-08-27T13:46:24+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,5,,,,,,,,,,,,,8.10,no binary at ./test/gen_gpt_oss_120b_t1p4_tp1_s5_260827_132546
gen_gpt_oss_120b_t1p4_tp1_s6_260827_132626,2026-08-27T13:46:33+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,6,,,35.40,1706,604,1102,0,30,52.86,70,37,33,37.90,
gen_gpt_oss_120b_t1p4_tp1_s7_260827_132709,2026-08-27T13:47:11+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,7,,,35.29,1706,602,1104,0,30,53.62,69,37,32,17.90,
gen_gpt_oss_120b_t1p4_tp1_s8_260827_132745,2026-08-27T13:47:28+00:00,0,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,8,,,,,,,,,,,,,8.00,no binary at ./test/gen_gpt_oss_120b_t1p4_tp1_s8_260827_132745
gen_gpt_oss_120b_t1p4_tp1_s9_260827_132806,2026-08-27T13:47:36+00:00,1,gpt-oss:120b,crypto/evp/bio_enc.c,1.40,1.00,,,,9,,,35.16,1701,598,1103,0,30,51.56,64,33,31,38.70,
bio_enc_test,2026-08-27T14:17:14+00:00,1,,crypto/evp/bio_enc.c,,,,,,,,,39.86,2544,1014,1530,0,38,59.46,74,44,30,309.30,
generated_test_cursor,2026-08-27T18:10:07+00:00,1,,crypto/evp/bio_enc.c,,,,,,,,,34.02,1658,564,1094,0,28,48.84,43,21,22,77.60,
